#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;1998;1;1;0;-6.25;88.6;3.16;162.8;0.0;0.0;0.0
2;1998;1;1;1;-6.94;88.8;3.04;162.8;0.0;0.0;0.0
3;1998;1;1;2;-7.50;89.1;2.87;162.8;0.0;0.0;0.0
4;1998;1;1;3;-7.85;89.8;2.46;156.4;0.0;0.0;0.0
5;1998;1;1;4;-8.10;90.4;2.09;149.9;0.0;0.0;0.0
6;1998;1;1;5;-8.27;91.1;1.75;143.4;0.0;0.0;0.0
7;1998;1;1;6;-8.51;91.3;1.51;153.0;0.0;0.0;0.0
8;1998;1;1;7;-8.57;91.6;1.27;162.9;0.0;0.0;0.0
9;1998;1;1;8;-8.50;92.1;1.03;172.4;0.0;0.0;0.0
10;1998;1;1;9;-8.30;92.2;1.02;166.0;0.0;0.0;0.0
11;1998;1;1;10;-8.10;92.4;1.02;159.6;0.0;0.0;0.0
12;1998;1;1;11;-7.90;92.6;1.01;153.1;0.0;0.0;0.0
13;1998;1;1;12;-7.60;92.9;1.36;176.6;0.0;0.0;0.0
14;1998;1;1;13;-7.20;93.2;1.70;191.5;1.9;1.9;0.0
15;1998;1;1;14;-7.40;93.1;2.03;200.4;0.8;0.8;0.0
16;1998;1;1;15;-7.60;92.9;2.02;187.7;0.0;0.0;0.0
17;1998;1;1;16;-7.80;92.7;2.02;174.2;0.0;0.0;0.0
18;1998;1;1;17;-8.00;92.4;2.01;161.4;0.0;0.0;0.0
19;1998;1;1;18;-8.50;92.0;2.00;158.2;0.0;0.0;0.0
20;1998;1;1;19;-9.00;91.6;2.00;154.9;0.0;0.0;0.0
21;1998;1;1;20;-9.50;91.1;2.00;151.6;0.0;0.0;0.0
22;1998;1;1;21;-10.20;90.6;2.00;151.6;0.0;0.0;0.0
23;1998;1;1;22;-10.80;90.0;2.00;151.6;0.0;0.0;0.0
24;1998;1;1;23;-11.40;89.5;2.00;151.6;0.0;0.0;0.0
25;1998;1;2;0;-12.30;88.7;1.68;155.8;0.0;0.0;0.0
26;1998;1;2;1;-13.20;88.0;1.35;162.1;0.0;0.0;0.0
27;1998;1;2;2;-14.10;87.2;1.03;172.4;0.0;0.0;0.0
28;1998;1;2;3;-14.80;86.6;1.02;166.0;0.0;0.0;0.0
29;1998;1;2;4;-15.60;86.0;1.02;159.6;0.0;0.0;0.0
30;1998;1;2;5;-16.30;85.3;1.01;153.1;0.0;0.0;0.0
31;1998;1;2;6;-16.50;85.2;1.33;147.5;0.0;0.0;0.0
32;1998;1;2;7;-15.80;85.8;1.66;144.0;0.0;0.0;0.0
33;1998;1;2;8;-15.10;86.4;1.99;141.7;0.0;0.0;0.0
34;1998;1;2;9;-14.90;86.5;1.99;145.0;0.0;0.0;0.0
35;1998;1;2;10;-14.70;86.7;1.99;148.3;0.0;0.0;0.0
36;1998;1;2;11;-14.40;86.9;2.00;151.6;0.0;0.0;0.0
37;1998;1;2;12;-13.20;88.0;2.32;147.1;1.7;1.7;0.0
38;1998;1;2;13;-11.90;89.1;2.65;143.8;3.2;3.2;0.0
39;1998;1;2;14;-10.70;90.2;2.97;141.1;1.1;1.1;0.0
40;1998;1;2;15;-10.20;90.5;2.97;141.1;0.0;0.0;0.0
41;1998;1;2;16;-9.70;90.6;2.97;141.1;0.0;0.0;0.0
42;1998;1;2;17;-9.30;90.6;2.97;141.1;0.0;0.0;0.0
43;1998;1;2;18;-9.10;90.9;2.65;141.3;0.0;0.0;0.0
44;1998;1;2;19;-8.90;91.2;2.31;141.5;0.0;0.0;0.0
45;1998;1;2;20;-8.70;91.5;1.99;141.7;0.0;0.0;0.0
46;1998;1;2;21;-8.50;91.5;2.32;145.7;0.0;0.0;0.0
47;1998;1;2;22;-8.40;91.6;2.65;148.7;0.0;0.0;0.0
48;1998;1;2;23;-8.20;91.6;2.98;151.1;0.0;0.0;0.0
49;1998;1;3;0;-8.20;91.9;2.66;156.1;0.0;0.0;0.0
50;1998;1;3;1;-8.20;92.1;2.33;162.6;0.0;0.0;0.0
51;1998;1;3;2;-8.10;92.4;2.01;171.2;0.0;0.0;0.0
52;1998;1;3;3;-8.40;92.1;2.01;161.5;0.0;0.0;0.0
53;1998;1;3;4;-8.60;91.8;2.00;151.5;0.0;0.0;0.0
54;1998;1;3;5;-8.90;91.5;1.99;141.7;0.0;0.0;0.0
55;1998;1;3;6;-9.00;91.5;1.98;138.4;0.0;0.0;0.0
56;1998;1;3;7;-9.00;91.5;1.98;135.1;0.0;0.0;0.0
57;1998;1;3;8;-9.10;91.5;1.98;131.8;0.0;0.0;0.0
58;1998;1;3;9;-9.00;91.5;1.98;131.8;0.0;0.0;0.0
59;1998;1;3;10;-8.80;91.5;1.98;131.8;0.0;0.0;0.0
60;1998;1;3;11;-8.70;91.5;1.98;131.8;0.0;0.0;0.0
61;1998;1;3;12;-8.40;91.8;1.98;131.8;0.0;0.0;0.0
62;1998;1;3;13;-8.10;92.1;1.98;131.8;1.9;1.9;0.0
63;1998;1;3;14;-7.90;92.4;1.98;131.8;0.8;0.8;0.0
64;1998;1;3;15;-7.80;92.5;2.30;131.5;0.0;0.0;0.0
65;1998;1;3;16;-7.70;92.5;2.64;131.3;0.0;0.0;0.0
66;1998;1;3;17;-7.60;92.5;2.96;131.2;0.0;0.0;0.0
67;1998;1;3;18;-7.10;92.6;2.63;128.8;0.0;0.0;0.0
68;1998;1;3;19;-6.50;92.6;2.30;125.8;0.0;0.0;0.0
69;1998;1;3;20;-6.90;92.6;1.97;121.8;0.0;0.0;0.0
70;1998;1;3;21;-6.90;92.8;1.97;125.1;0.0;0.0;0.0
71;1998;1;3;22;-6.60;93.2;1.97;128.5;0.0;0.0;0.0
72;1998;1;3;23;-6.40;93.5;1.98;131.8;0.0;0.0;0.0
73;1998;1;4;0;-6.30;93.7;1.98;131.8;0.0;0.0;0.0
74;1998;1;4;1;-6.30;94.0;1.98;131.8;0.0;0.0;0.0
75;1998;1;4;2;-6.30;94.1;1.98;131.8;0.0;0.0;0.0
76;1998;1;4;3;-6.20;94.2;1.65;130.1;0.0;0.0;0.0
77;1998;1;4;4;-6.10;94.2;1.31;127.7;0.0;0.0;0.0
78;1998;1;4;5;-6.10;94.3;0.98;123.6;0.0;0.0;0.0
79;1998;1;4;6;-6.10;94.3;0.97;110.4;0.0;0.0;0.0
80;1998;1;4;7;-6.10;94.2;0.95;96.3;0.0;0.0;0.0
81;1998;1;4;8;-6.20;94.2;0.94;82.7;0.0;0.0;0.0
82;1998;1;4;9;-6.10;94.3;0.94;82.7;0.0;0.0;0.0
83;1998;1;4;10;-6.00;94.3;0.94;82.7;0.0;0.0;0.0
84;1998;1;4;11;-6.00;94.3;0.94;82.7;0.0;0.0;0.0
85;1998;1;4;12;-5.90;94.3;0.62;84.1;1.9;1.9;0.0
86;1998;1;4;13;-5.80;94.3;0.29;89.0;2.7;2.7;0.0
