#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;1998;1;1;0;-3.95;89.8;3.11;159.7;0.0;0.0;0.0
2;1998;1;1;1;-4.53;90.2;2.99;159.7;0.0;0.0;0.0
3;1998;1;1;2;-5.10;90.7;2.83;159.7;0.0;0.0;0.0
4;1998;1;1;3;-5.40;91.7;2.42;153.1;0.0;0.0;0.0
5;1998;1;1;4;-5.68;92.5;2.05;146.4;0.0;0.0;0.0
6;1998;1;1;5;-5.86;93.2;1.72;139.9;0.0;0.0;0.0
7;1998;1;1;6;-5.99;93.5;1.48;149.7;0.0;0.0;0.0
8;1998;1;1;7;-6.09;93.9;1.24;159.8;0.0;0.0;0.0
9;1998;1;1;8;-6.00;94.3;0.99;169.6;0.0;0.0;0.0
10;1998;1;1;9;-5.90;94.5;0.99;163.0;0.0;0.0;0.0
11;1998;1;1;10;-5.70;94.6;0.99;156.3;0.0;0.0;0.0
12;1998;1;1;11;-5.50;94.8;0.99;149.8;0.0;0.0;0.0
13;1998;1;1;12;-5.20;95.1;1.31;174.6;0.0;0.0;0.0
14;1998;1;1;13;-4.80;95.4;1.64;190.3;1.8;1.8;0.0
15;1998;1;1;14;-5.00;95.2;1.96;199.7;0.8;0.8;0.0
16;1998;1;1;15;-5.20;95.1;1.97;186.6;0.0;0.0;0.0
17;1998;1;1;16;-5.40;94.9;1.97;172.8;0.0;0.0;0.0
18;1998;1;1;17;-5.60;94.6;1.97;159.8;0.0;0.0;0.0
19;1998;1;1;18;-6.10;94.3;1.97;156.5;0.0;0.0;0.0
20;1998;1;1;19;-6.50;93.9;1.97;153.2;0.0;0.0;0.0
21;1998;1;1;20;-7.00;93.4;1.97;149.9;0.0;0.0;0.0
22;1998;1;1;21;-7.60;92.9;1.97;149.9;0.0;0.0;0.0
23;1998;1;1;22;-8.10;92.4;1.97;149.9;0.0;0.0;0.0
24;1998;1;1;23;-8.70;91.9;1.97;149.9;0.0;0.0;0.0
25;1998;1;2;0;-9.50;91.2;1.65;153.8;0.0;0.0;0.0
26;1998;1;2;1;-10.30;90.5;1.31;159.7;0.0;0.0;0.0
27;1998;1;2;2;-11.10;89.8;0.99;169.6;0.0;0.0;0.0
28;1998;1;2;3;-11.80;89.2;0.99;163.0;0.0;0.0;0.0
29;1998;1;2;4;-12.50;88.6;0.99;156.3;0.0;0.0;0.0
30;1998;1;2;5;-13.20;88.0;0.99;149.8;0.0;0.0;0.0
31;1998;1;2;6;-13.40;87.8;1.31;144.9;0.0;0.0;0.0
32;1998;1;2;7;-12.70;88.4;1.65;141.9;0.0;0.0;0.0
33;1998;1;2;8;-12.10;88.9;1.97;139.9;0.0;0.0;0.0
34;1998;1;2;9;-11.90;89.1;1.97;143.2;0.0;0.0;0.0
35;1998;1;2;10;-11.70;89.3;1.97;146.6;0.0;0.0;0.0
36;1998;1;2;11;-11.50;89.5;1.97;149.9;0.0;0.0;0.0
37;1998;1;2;12;-10.30;90.5;2.30;145.6;1.6;1.6;0.0
38;1998;1;2;13;-9.20;91.5;2.63;142.4;3.1;3.1;0.0
39;1998;1;2;14;-8.00;92.5;2.95;140.0;1.0;1.0;0.0
40;1998;1;2;15;-7.60;92.8;2.95;140.0;0.0;0.0;0.0
41;1998;1;2;16;-7.20;92.8;2.95;140.0;0.0;0.0;0.0
42;1998;1;2;17;-6.70;92.8;2.95;140.0;0.0;0.0;0.0
43;1998;1;2;18;-6.60;93.1;2.63;139.9;0.0;0.0;0.0
44;1998;1;2;19;-6.40;93.4;2.30;139.9;0.0;0.0;0.0
45;1998;1;2;20;-6.20;93.7;1.97;139.9;0.0;0.0;0.0
46;1998;1;2;21;-6.10;93.7;2.30;144.2;0.0;0.0;0.0
47;1998;1;2;22;-5.90;93.7;2.63;147.4;0.0;0.0;0.0
48;1998;1;2;23;-5.80;93.7;2.95;149.9;0.0;0.0;0.0
49;1998;1;3;0;-5.80;94.0;2.63;154.8;0.0;0.0;0.0
50;1998;1;3;1;-5.70;94.3;2.29;161.3;0.0;0.0;0.0
51;1998;1;3;2;-5.70;94.6;1.97;169.8;0.0;0.0;0.0
52;1998;1;3;3;-5.90;94.3;1.97;159.9;0.0;0.0;0.0
53;1998;1;3;4;-6.20;94.0;1.97;149.8;0.0;0.0;0.0
54;1998;1;3;5;-6.40;93.7;1.97;139.9;0.0;0.0;0.0
55;1998;1;3;6;-6.40;93.7;1.97;136.6;0.0;0.0;0.0
56;1998;1;3;7;-6.50;93.7;1.97;133.3;0.0;0.0;0.0
57;1998;1;3;8;-6.60;93.7;1.97;130.0;0.0;0.0;0.0
58;1998;1;3;9;-6.40;93.7;1.97;130.0;0.0;0.0;0.0
59;1998;1;3;10;-6.30;93.7;1.97;130.0;0.0;0.0;0.0
60;1998;1;3;11;-6.20;93.7;1.97;130.0;0.0;0.0;0.0
61;1998;1;3;12;-6.00;94.0;1.97;130.0;0.0;0.0;0.0
62;1998;1;3;13;-5.70;94.3;1.97;130.0;1.8;1.8;0.0
63;1998;1;3;14;-5.40;94.6;1.97;130.0;0.8;0.8;0.0
64;1998;1;3;15;-5.40;94.6;2.30;130.0;0.0;0.0;0.0
65;1998;1;3;16;-5.30;94.6;2.63;130.0;0.0;0.0;0.0
66;1998;1;3;17;-5.20;94.6;2.95;130.0;0.0;0.0;0.0
67;1998;1;3;18;-4.70;94.6;2.63;127.5;0.0;0.0;0.0
68;1998;1;3;19;-4.20;94.7;2.30;124.3;0.0;0.0;0.0
69;1998;1;3;20;-4.60;94.6;1.97;120.0;0.0;0.0;0.0
70;1998;1;3;21;-4.60;94.9;1.97;123.4;0.0;0.0;0.0
71;1998;1;3;22;-4.30;95.2;1.97;126.7;0.0;0.0;0.0
72;1998;1;3;23;-4.10;95.5;1.97;130.0;0.0;0.0;0.0
73;1998;1;4;0;-4.00;95.8;1.97;130.0;0.0;0.0;0.0
74;1998;1;4;1;-4.00;96.1;1.97;130.0;0.0;0.0;0.0
75;1998;1;4;2;-4.00;96.2;1.97;130.0;0.0;0.0;0.0
76;1998;1;4;3;-3.90;96.3;1.65;128.0;0.0;0.0;0.0
77;1998;1;4;4;-3.90;96.3;1.32;125.0;0.0;0.0;0.0
78;1998;1;4;5;-3.80;96.4;0.99;120.1;0.0;0.0;0.0
79;1998;1;4;6;-3.80;96.3;0.99;107.2;0.0;0.0;0.0
80;1998;1;4;7;-3.90;96.3;0.99;93.4;0.0;0.0;0.0
81;1998;1;4;8;-3.90;96.3;0.99;80.5;0.0;0.0;0.0
82;1998;1;4;9;-3.80;96.3;0.99;80.5;0.0;0.0;0.0
83;1998;1;4;10;-3.80;96.4;0.99;80.5;0.0;0.0;0.0
84;1998;1;4;11;-3.70;96.4;0.99;80.5;0.0;0.0;0.0
85;1998;1;4;12;-3.60;96.4;0.66;80.7;1.8;1.8;0.0
86;1998;1;4;13;-3.50;96.4;0.33;81.4;2.6;2.6;0.0
87;1998;1;4;14;-3.50;96.4;0.01;127.9;0.8;0.8;0.0
88;1998;1;4;15;-3.30;96.7;0.33;81.4;0.0;0.0;0.0
89;1998;1;4;16;-3.10;97.0;0.66;80.7;0.0;0.0;0.0
90;1998;1;4;17;-2.90;97.3;0.99;80.5;0.0;0.0;0.0
91;1998;1;4;18;-2.70;97.3;0.99;80.5;0.0;0.0;0.0
92;1998;1;4;19;-2.50;97.3;0.99;80.5;0.0;0.0;0.0
93;1998;1;4;20;-2.80;97.3;0.99;80.5;0.0;0.0;0.0
94;1998;1;4;21;-2.80;97.3;0.99;80.5;0.0;0.0;0.0
95;1998;1;4;22;-2.40;97.3;0.99;80.5;0.0;0.0;0.0
96;1998;1;4;23;-2.10;97.3;0.99;80.5;0.0;0.0;0.0
97;1998;1;5;0;-1.90;97.6;1.31;100.2;0.0;0.0;0.0
98;1998;1;5;1;-1.70;97.9;1.65;112.4;0.0;0.0;0.0
99;1998;1;5;2;-1.50;98.2;1.97;120.0;0.0;0.0;0.0
100;1998;1;5;3;-1.50;98.2;1.97;120.0;0.0;0.0;0.0
101;1998;1;5;4;-1.50;98.2;1.97;120.0;0.0;0.0;0.0
102;1998;1;5;5;-1.50;98.2;1.97;120.0;0.0;0.0;0.0
103;1998;1;5;6;-1.50;98.5;1.97;120.0;0.0;0.0;0.0
104;1998;1;5;7;-1.60;98.5;1.97;120.0;0.0;0.0;0.0
105;1998;1;5;8;-1.70;98.4;1.97;120.0;0.0;0.0;0.0
106;1998;1;5;9;-1.60;98.4;1.97;129.9;0.0;0.0;0.0
107;1998;1;5;10;-1.60;98.5;1.97;140.0;0.0;0.0;0.0
108;1998;1;5;11;-1.60;98.2;1.97;149.9;0.0;0.0;0.0
109;1998;1;5;12;-1.40;97.6;1.97;136.9;1.0;1.0;0.0
110;1998;1;5;13;-1.20;97.1;1.97;123.1;2.4;2.4;0.0
111;1998;1;5;14;-1.10;96.5;1.97;110.1;0.8;0.8;0.0
