#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-4.45;82.7;4.53;3.4;0.0;0.0;0.0
2;2002;1;1;1;-5.24;83.1;4.07;356.6;0.0;0.0;0.0
3;2002;1;1;2;-6.10;83.5;3.64;348.7;0.0;0.0;0.0
4;2002;1;1;3;-7.58;84.1;3.56;344.5;0.0;0.0;0.0
5;2002;1;1;4;-9.25;84.8;3.27;338.0;0.0;0.0;0.0
6;2002;1;1;5;-11.11;85.6;2.77;327.2;0.0;0.0;0.0
7;2002;1;1;6;-12.73;85.3;2.39;323.8;0.0;0.0;0.0
8;2002;1;1;7;-14.46;84.8;2.14;320.5;0.0;0.0;0.0
9;2002;1;1;8;-16.40;84.0;2.01;317.2;0.0;0.0;0.0
10;2002;1;1;9;-17.30;83.4;1.68;319.9;0.0;0.0;0.0
11;2002;1;1;10;-18.10;82.8;1.24;44.5;9.2;9.2;0.0
12;2002;1;1;11;-17.80;82.0;0.99;135.7;46.7;46.7;0.0
13;2002;1;1;12;-16.40;82.6;1.29;113.8;61.0;49.8;105.9
14;2002;1;1;13;-15.00;83.2;1.61;100.3;50.7;50.7;0.0
15;2002;1;1;14;-13.70;83.7;1.93;91.9;33.4;33.4;0.0
16;2002;1;1;15;-12.60;84.3;1.93;91.9;13.6;13.6;0.0
17;2002;1;1;16;-11.60;84.9;1.93;91.9;2.4;2.4;0.0
18;2002;1;1;17;-10.50;85.5;1.93;91.9;0.0;0.0;0.0
19;2002;1;1;18;-9.30;85.4;2.95;102.6;0.0;0.0;0.0
20;2002;1;1;19;-8.10;85.2;3.97;107.9;0.0;0.0;0.0
21;2002;1;1;20;-6.90;85.1;4.98;111.0;0.0;0.0;0.0
22;2002;1;1;21;-6.90;84.7;4.97;107.6;0.0;0.0;0.0
23;2002;1;1;22;-6.90;84.4;4.97;104.2;0.0;0.0;0.0
24;2002;1;1;23;-6.90;84.0;4.96;100.9;0.0;0.0;0.0
25;2002;1;2;0;-7.40;84.8;5.27;82.2;0.0;0.0;0.0
26;2002;1;2;1;-8.00;85.6;5.60;64.4;0.0;0.0;0.0
27;2002;1;2;2;-8.60;86.4;5.93;50.0;0.0;0.0;0.0
28;2002;1;2;3;-9.50;85.4;6.26;46.2;0.0;0.0;0.0
29;2002;1;2;4;-10.40;84.4;6.61;42.9;0.0;0.0;0.0
30;2002;1;2;5;-11.30;83.4;6.94;39.8;0.0;0.0;0.0
31;2002;1;2;6;-12.40;83.6;6.27;34.5;0.0;0.0;0.0
32;2002;1;2;7;-13.40;83.7;5.61;27.8;0.0;0.0;0.0
33;2002;1;2;8;-14.50;83.8;4.94;19.4;0.0;0.0;0.0
34;2002;1;2;9;-15.00;83.5;4.61;16.5;0.0;0.0;0.0
35;2002;1;2;10;-15.40;83.2;4.27;13.0;10.1;10.1;0.0
36;2002;1;2;11;-15.80;82.9;3.95;9.1;42.9;42.9;0.0
37;2002;1;2;12;-15.60;82.1;3.28;6.8;78.7;30.1;452.3
38;2002;1;2;13;-15.40;81.4;2.62;3.4;92.2;33.5;489.8
39;2002;1;2;14;-15.30;80.7;1.95;357.7;77.4;29.2;473.5
40;2002;1;2;15;-16.00;81.1;1.96;347.6;40.9;40.9;0.0
41;2002;1;2;16;-16.70;81.5;1.98;337.2;9.5;9.5;0.0
42;2002;1;2;17;-17.40;82.0;2.00;327.2;0.0;0.0;0.0
43;2002;1;2;18;-18.80;82.1;1.68;320.7;0.0;0.0;0.0
44;2002;1;2;19;-20.20;82.2;1.35;310.8;0.0;0.0;0.0
45;2002;1;2;20;-20.00;82.3;1.05;294.9;0.0;0.0;0.0
46;2002;1;2;21;-21.90;80.9;1.41;272.2;0.0;0.0;0.0
47;2002;1;2;22;-20.50;81.6;1.77;257.8;0.0;0.0;0.0
48;2002;1;2;23;-19.20;81.1;2.11;249.1;0.0;0.0;0.0
49;2002;1;3;0;-18.50;81.0;1.77;252.7;0.0;0.0;0.0
50;2002;1;3;1;-17.90;81.0;1.43;258.0;0.0;0.0;0.0
51;2002;1;3;2;-17.30;80.9;1.08;266.7;0.0;0.0;0.0
52;2002;1;3;3;-17.00;81.2;1.78;239.2;0.0;0.0;0.0
53;2002;1;3;4;-16.70;81.5;2.44;226.7;0.0;0.0;0.0
54;2002;1;3;5;-16.40;81.9;3.11;220.3;0.0;0.0;0.0
55;2002;1;3;6;-14.10;83.4;3.12;223.6;0.0;0.0;0.0
56;2002;1;3;7;-11.90;85.0;3.12;226.8;0.0;0.0;0.0
57;2002;1;3;8;-9.70;86.5;3.12;230.0;0.0;0.0;0.0
58;2002;1;3;9;-8.00;84.9;4.80;235.6;0.0;0.0;0.0
59;2002;1;3;10;-6.30;83.2;6.46;238.3;10.8;10.8;0.0
60;2002;1;3;11;-4.70;81.6;8.14;239.9;28.5;28.5;0.0
61;2002;1;3;12;-3.80;81.8;8.14;243.2;39.7;39.4;2.3
62;2002;1;3;13;-3.00;82.1;8.14;246.5;42.3;42.3;0.0
63;2002;1;3;14;-2.10;82.3;8.14;249.8;35.3;35.3;0.0
64;2002;1;3;15;-1.80;83.4;7.81;246.8;16.8;16.8;0.0
65;2002;1;3;16;-1.40;84.4;7.47;243.5;3.0;3.0;0.0
66;2002;1;3;17;-1.00;85.4;7.14;239.9;0.0;0.0;0.0
67;2002;1;3;18;-1.20;86.1;7.14;243.2;0.0;0.0;0.0
68;2002;1;3;19;-1.30;86.9;7.13;246.4;0.0;0.0;0.0
69;2002;1;3;20;-1.40;87.6;7.13;249.7;0.0;0.0;0.0
70;2002;1;3;21;-1.50;88.0;7.13;249.7;0.0;0.0;0.0
71;2002;1;3;22;-1.50;88.3;7.13;249.7;0.0;0.0;0.0
72;2002;1;3;23;-1.60;88.7;7.13;249.7;0.0;0.0;0.0
73;2002;1;4;0;-1.30;88.7;6.80;252.7;0.0;0.0;0.0
74;2002;1;4;1;-1.00;88.6;6.45;255.9;0.0;0.0;0.0
75;2002;1;4;2;-0.70;88.6;6.12;259.5;0.0;0.0;0.0
76;2002;1;4;3;-0.30;88.9;5.78;265.3;0.0;0.0;0.0
77;2002;1;4;4;0.10;89.1;5.43;271.8;0.0;0.0;0.0
78;2002;1;4;5;0.50;89.1;5.09;279.1;0.0;0.0;0.0
79;2002;1;4;6;1.00;88.5;5.08;285.7;0.0;0.0;0.0
80;2002;1;4;7;1.60;88.3;5.07;292.4;0.0;0.0;0.0
81;2002;1;4;8;2.10;88.3;5.06;298.9;0.0;0.0;0.0
82;2002;1;4;9;2.20;89.0;4.73;301.7;0.0;0.0;0.0
83;2002;1;4;10;2.30;89.7;4.38;304.9;7.6;7.6;0.0
84;2002;1;4;11;2.40;90.4;4.04;308.6;23.3;23.3;0.0
85;2002;1;4;12;2.40;90.7;3.71;305.8;42.1;42.1;0.0
86;2002;1;4;13;2.50;91.1;3.38;302.4;46.4;46.4;0.0
87;2002;1;4;14;2.50;91.4;3.05;298.2;35.3;35.3;0.0
88;2002;1;4;15;2.30;92.2;3.40;290.5;19.2;19.2;0.0
