#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-4.95;88.4;5.31;1.5;0.0;0.0;0.0
2;2002;1;1;1;-6.09;88.5;4.65;351.4;0.0;0.0;0.0
3;2002;1;1;2;-7.32;88.1;3.99;338.3;0.0;0.0;0.0
4;2002;1;1;3;-9.10;87.7;3.54;334.1;0.0;0.0;0.0
5;2002;1;1;4;-10.95;87.1;3.01;327.6;0.0;0.0;0.0
6;2002;1;1;5;-12.99;86.2;2.40;316.9;0.0;0.0;0.0
7;2002;1;1;6;-15.19;85.3;2.00;307.2;0.0;0.0;0.0
8;2002;1;1;7;-17.47;84.0;1.56;291.5;0.0;0.0;0.0
9;2002;1;1;8;-20.00;82.4;1.10;267.6;0.0;0.0;0.0
10;2002;1;1;9;-21.50;81.1;1.42;222.1;0.0;0.0;0.0
11;2002;1;1;10;-20.10;82.3;1.71;187.8;8.0;8.0;0.0
12;2002;1;1;11;-18.70;83.4;2.01;173.2;21.7;21.7;0.0
13;2002;1;1;12;-16.30;85.4;2.33;168.5;30.5;29.0;15.0
14;2002;1;1;13;-13.90;87.4;2.66;165.0;28.0;26.7;11.5
15;2002;1;1;14;-11.50;88.4;2.99;162.2;17.0;15.1;19.8
16;2002;1;1;15;-10.70;90.2;3.95;146.6;7.7;7.7;0.0
17;2002;1;1;16;-9.80;90.9;4.92;137.1;1.9;1.9;0.0
18;2002;1;1;17;-8.90;91.7;5.90;131.0;0.0;0.0;0.0
19;2002;1;1;18;-8.50;92.0;6.22;123.5;0.0;0.0;0.0
20;2002;1;1;19;-8.10;92.4;6.54;116.7;0.0;0.0;0.0
21;2002;1;1;20;-8.40;92.2;6.86;110.7;0.0;0.0;0.0
22;2002;1;1;21;-8.10;92.4;6.85;103.9;0.0;0.0;0.0
23;2002;1;1;22;-8.30;92.2;6.85;97.1;0.0;0.0;0.0
24;2002;1;1;23;-8.50;92.1;6.84;90.4;0.0;0.0;0.0
25;2002;1;2;0;-8.70;91.9;6.17;82.5;0.0;0.0;0.0
26;2002;1;2;1;-9.00;91.7;5.51;72.4;0.0;0.0;0.0
27;2002;1;2;2;-9.20;91.2;4.85;59.8;0.0;0.0;0.0
28;2002;1;2;3;-10.50;90.3;4.85;53.1;0.0;0.0;0.0
29;2002;1;2;4;-11.80;89.2;4.85;46.2;0.0;0.0;0.0
30;2002;1;2;5;-13.10;88.0;4.86;39.4;0.0;0.0;0.0
31;2002;1;2;6;-14.20;87.1;4.20;36.9;0.0;0.0;0.0
32;2002;1;2;7;-15.20;86.3;3.55;33.6;0.0;0.0;0.0
33;2002;1;2;8;-16.20;85.4;2.89;28.6;0.0;0.0;0.0
34;2002;1;2;9;-16.90;84.9;2.56;23.3;0.0;0.0;0.0
35;2002;1;2;10;-17.50;84.4;2.24;16.4;8.2;8.2;0.0
36;2002;1;2;11;-18.10;83.9;1.92;7.1;39.3;39.3;0.0
37;2002;1;2;12;-17.60;84.2;1.94;0.3;77.5;25.4;492.4
38;2002;1;2;13;-17.20;84.6;1.95;353.5;93.4;28.7;533.7
39;2002;1;2;14;-16.70;85.0;1.96;346.7;79.4;25.1;492.8
40;2002;1;2;15;-17.70;84.2;1.66;332.8;42.6;42.6;0.0
41;2002;1;2;16;-18.70;83.4;1.37;305.7;10.2;10.2;0.0
42;2002;1;2;17;-19.70;82.6;1.10;267.6;0.0;0.0;0.0
43;2002;1;2;18;-20.40;82.0;1.10;261.6;0.0;0.0;0.0
44;2002;1;2;19;-21.10;81.5;1.11;255.6;0.0;0.0;0.0
45;2002;1;2;20;-21.80;80.9;1.11;249.6;0.0;0.0;0.0
46;2002;1;2;21;-22.10;80.7;1.43;245.1;0.0;0.0;0.0
47;2002;1;2;22;-22.40;80.5;1.77;242.3;0.0;0.0;0.0
48;2002;1;2;23;-22.00;80.7;2.10;240.4;0.0;0.0;0.0
49;2002;1;3;0;-19.80;82.5;2.10;237.2;0.0;0.0;0.0
50;2002;1;3;1;-17.50;84.3;2.10;234.0;0.0;0.0;0.0
51;2002;1;3;2;-15.30;86.2;2.09;230.9;0.0;0.0;0.0
52;2002;1;3;3;-14.00;87.3;2.76;230.7;0.0;0.0;0.0
53;2002;1;3;4;-12.70;88.4;3.41;230.5;0.0;0.0;0.0
54;2002;1;3;5;-11.40;89.5;4.08;230.5;0.0;0.0;0.0
55;2002;1;3;6;-10.60;90.2;4.08;230.5;0.0;0.0;0.0
56;2002;1;3;7;-9.80;90.9;4.08;230.5;0.0;0.0;0.0
57;2002;1;3;8;-8.90;91.7;4.08;230.5;0.0;0.0;0.0
58;2002;1;3;9;-7.70;92.8;4.75;234.6;0.0;0.0;0.0
59;2002;1;3;10;-6.40;94.0;5.40;237.7;3.3;3.3;0.0
60;2002;1;3;11;-5.10;95.1;6.07;240.1;12.7;12.7;0.0
61;2002;1;3;12;-4.60;95.6;6.07;240.1;23.3;21.8;16.1
62;2002;1;3;13;-4.10;96.1;6.07;240.1;33.2;32.1;9.8
63;2002;1;3;14;-3.60;96.6;6.07;240.1;30.5;29.5;9.7
64;2002;1;3;15;-3.60;96.5;5.74;243.0;15.4;15.4;0.0
65;2002;1;3;16;-3.70;96.5;5.40;246.3;4.4;4.4;0.0
66;2002;1;3;17;-3.70;96.5;5.08;249.9;0.0;0.0;0.0
67;2002;1;3;18;-3.30;96.8;5.08;249.9;0.0;0.0;0.0
68;2002;1;3;19;-3.00;97.1;5.08;249.9;0.0;0.0;0.0
69;2002;1;3;20;-3.10;97.1;5.08;249.9;0.0;0.0;0.0
70;2002;1;3;21;-3.10;97.1;5.08;249.9;0.0;0.0;0.0
71;2002;1;3;22;-2.30;97.8;5.08;249.9;0.0;0.0;0.0
72;2002;1;3;23;-1.60;98.5;5.08;249.9;0.0;0.0;0.0
73;2002;1;4;0;-1.00;99.1;4.75;252.7;0.0;0.0;0.0
74;2002;1;4;1;-0.40;99.3;4.41;255.9;0.0;0.0;0.0
75;2002;1;4;2;0.20;99.1;4.08;259.6;0.0;0.0;0.0
76;2002;1;4;3;0.70;97.9;3.75;262.2;0.0;0.0;0.0
77;2002;1;4;4;1.20;96.8;3.41;265.4;0.0;0.0;0.0
78;2002;1;4;5;1.70;96.2;3.08;269.2;0.0;0.0;0.0
