#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-4.50;82.7;4.52;3.6;0.0;0.0;0.0
2;2002;1;1;1;-5.29;83.1;4.05;356.8;0.0;0.0;0.0
3;2002;1;1;2;-6.16;83.5;3.63;348.9;0.0;0.0;0.0
4;2002;1;1;3;-7.65;84.1;3.54;344.7;0.0;0.0;0.0
5;2002;1;1;4;-9.32;84.7;3.25;338.3;0.0;0.0;0.0
6;2002;1;1;5;-11.19;85.5;2.75;327.6;0.0;0.0;0.0
7;2002;1;1;6;-12.90;85.3;2.38;324.2;0.0;0.0;0.0
8;2002;1;1;7;-14.65;84.7;2.12;320.8;0.0;0.0;0.0
9;2002;1;1;8;-16.60;83.9;2.00;317.5;0.0;0.0;0.0
10;2002;1;1;9;-17.40;83.3;1.66;320.3;0.0;0.0;0.0
11;2002;1;1;10;-18.30;82.6;1.25;44.9;9.2;9.2;0.0
12;2002;1;1;11;-18.00;81.9;1.00;135.0;46.6;46.6;0.0
13;2002;1;1;12;-16.60;82.5;1.30;113.5;60.9;49.8;104.8
14;2002;1;1;13;-15.20;83.0;1.62;100.1;50.6;50.6;0.0
15;2002;1;1;14;-13.80;83.6;1.94;91.8;33.3;33.3;0.0
16;2002;1;1;15;-12.80;84.2;1.94;91.8;13.5;13.5;0.0
17;2002;1;1;16;-11.70;84.8;1.94;91.8;2.4;2.4;0.0
18;2002;1;1;17;-10.60;85.4;1.94;91.8;0.0;0.0;0.0
19;2002;1;1;18;-9.40;85.3;2.96;102.5;0.0;0.0;0.0
20;2002;1;1;19;-8.20;85.1;3.96;107.8;0.0;0.0;0.0
21;2002;1;1;20;-7.00;85.0;4.97;110.9;0.0;0.0;0.0
22;2002;1;1;21;-7.00;84.7;4.97;107.5;0.0;0.0;0.0
23;2002;1;1;22;-7.00;84.3;4.96;104.2;0.0;0.0;0.0
24;2002;1;1;23;-7.00;83.9;4.96;100.8;0.0;0.0;0.0
25;2002;1;2;0;-7.50;84.7;5.27;82.2;0.0;0.0;0.0
26;2002;1;2;1;-8.10;85.5;5.60;64.4;0.0;0.0;0.0
27;2002;1;2;2;-8.70;86.3;5.92;50.1;0.0;0.0;0.0
28;2002;1;2;3;-9.60;85.3;6.25;46.3;0.0;0.0;0.0
29;2002;1;2;4;-10.50;84.3;6.59;43.0;0.0;0.0;0.0
30;2002;1;2;5;-11.40;83.3;6.93;39.9;0.0;0.0;0.0
31;2002;1;2;6;-12.50;83.5;6.26;34.6;0.0;0.0;0.0
32;2002;1;2;7;-13.60;83.6;5.60;27.9;0.0;0.0;0.0
33;2002;1;2;8;-14.70;83.7;4.93;19.5;0.0;0.0;0.0
34;2002;1;2;9;-15.10;83.4;4.60;16.6;0.0;0.0;0.0
35;2002;1;2;10;-15.50;83.1;4.26;13.2;10.0;10.0;0.0
36;2002;1;2;11;-16.00;82.8;3.94;9.2;42.8;42.8;0.0
37;2002;1;2;12;-15.80;82.0;3.27;7.1;78.6;30.1;450.9
38;2002;1;2;13;-15.60;81.3;2.61;3.7;92.0;33.5;488.3
39;2002;1;2;14;-15.40;80.5;1.94;358.1;77.2;29.2;472.0
40;2002;1;2;15;-16.20;81.0;1.96;348.0;40.8;40.8;0.0
41;2002;1;2;16;-16.90;81.4;1.97;337.6;9.5;9.5;0.0
42;2002;1;2;17;-17.60;81.8;1.98;327.6;0.0;0.0;0.0
43;2002;1;2;18;-19.00;82.0;1.66;321.2;0.0;0.0;0.0
44;2002;1;2;19;-20.40;82.0;1.34;311.3;0.0;0.0;0.0
45;2002;1;2;20;-20.20;82.1;1.03;295.3;0.0;0.0;0.0
46;2002;1;2;21;-22.10;80.7;1.39;272.3;0.0;0.0;0.0
