#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-2.50;82.3;4.51;2.3;0.0;0.0;0.0
2;2002;1;1;1;-3.23;82.9;4.04;355.3;0.0;0.0;0.0
3;2002;1;1;2;-4.04;83.5;3.62;347.3;0.0;0.0;0.0
4;2002;1;1;3;-5.39;84.6;3.54;342.8;0.0;0.0;0.0
5;2002;1;1;4;-6.93;85.7;3.27;335.9;0.0;0.0;0.0
6;2002;1;1;5;-8.55;87.1;2.78;324.6;0.0;0.0;0.0
7;2002;1;1;6;-10.10;87.1;2.42;321.3;0.0;0.0;0.0
8;2002;1;1;7;-11.74;86.8;2.17;318.1;0.0;0.0;0.0
9;2002;1;1;8;-13.40;86.3;2.05;314.9;0.0;0.0;0.0
10;2002;1;1;9;-14.20;85.8;1.71;317.1;0.0;0.0;0.0
11;2002;1;1;10;-15.10;85.2;1.15;41.8;8.8;8.8;0.0
12;2002;1;1;11;-14.70;84.3;0.93;140.7;44.7;44.7;0.0
13;2002;1;1;12;-13.50;84.7;1.20;116.5;58.4;49.8;81.3
14;2002;1;1;13;-12.20;85.1;1.51;101.6;48.5;48.5;0.0
15;2002;1;1;14;-11.00;85.5;1.82;92.6;32.0;32.0;0.0
16;2002;1;1;15;-10.00;86.0;1.82;92.6;13.0;13.0;0.0
17;2002;1;1;16;-9.00;86.5;1.82;92.6;2.3;2.3;0.0
18;2002;1;1;17;-8.10;87.0;1.82;92.6;0.0;0.0;0.0
19;2002;1;1;18;-7.00;86.6;2.84;103.4;0.0;0.0;0.0
20;2002;1;1;19;-5.90;86.3;3.84;108.6;0.0;0.0;0.0
21;2002;1;1;20;-4.80;85.9;4.85;111.6;0.0;0.0;0.0
22;2002;1;1;21;-4.80;85.5;4.84;108.2;0.0;0.0;0.0
23;2002;1;1;22;-4.80;85.1;4.83;104.7;0.0;0.0;0.0
24;2002;1;1;23;-4.80;84.7;4.82;101.3;0.0;0.0;0.0
25;2002;1;2;0;-5.30;85.7;5.13;82.3;0.0;0.0;0.0
26;2002;1;2;1;-5.80;86.6;5.45;64.1;0.0;0.0;0.0
27;2002;1;2;2;-6.30;87.6;5.79;49.5;0.0;0.0;0.0
28;2002;1;2;3;-7.10;86.7;6.12;45.8;0.0;0.0;0.0
29;2002;1;2;4;-7.90;85.7;6.46;42.4;0.0;0.0;0.0
30;2002;1;2;5;-8.80;84.8;6.80;39.3;0.0;0.0;0.0
31;2002;1;2;6;-9.80;85.1;6.14;33.9;0.0;0.0;0.0
32;2002;1;2;7;-10.70;85.5;5.49;27.0;0.0;0.0;0.0
33;2002;1;2;8;-11.70;85.8;4.84;18.4;0.0;0.0;0.0
34;2002;1;2;9;-12.10;85.5;4.52;15.4;0.0;0.0;0.0
35;2002;1;2;10;-12.50;85.2;4.19;11.8;9.6;9.6;0.0
36;2002;1;2;11;-12.90;84.9;3.87;7.7;41.0;41.0;0.0
37;2002;1;2;12;-12.80;84.1;3.21;5.2;75.4;30.1;421.0
38;2002;1;2;13;-12.60;83.2;2.57;1.3;88.3;33.5;456.9
39;2002;1;2;14;-12.40;82.3;1.92;354.9;74.0;29.2;440.9
40;2002;1;2;15;-13.10;82.9;1.95;344.7;39.2;39.2;0.0
41;2002;1;2;16;-13.70;83.6;1.98;334.4;9.1;9.1;0.0
42;2002;1;2;17;-14.40;84.2;2.01;324.6;0.0;0.0;0.0
43;2002;1;2;18;-15.60;84.6;1.71;317.9;0.0;0.0;0.0
44;2002;1;2;19;-16.90;84.8;1.40;307.7;0.0;0.0;0.0
45;2002;1;2;20;-16.80;84.9;1.11;291.9;0.0;0.0;0.0
46;2002;1;2;21;-18.50;83.6;1.49;271.3;0.0;0.0;0.0
47;2002;1;2;22;-17.20;84.2;1.85;257.9;0.0;0.0;0.0
48;2002;1;2;23;-16.00;83.4;2.18;249.5;0.0;0.0;0.0
49;2002;1;3;0;-15.40;83.3;1.85;253.0;0.0;0.0;0.0
50;2002;1;3;1;-14.90;83.1;1.51;258.1;0.0;0.0;0.0
51;2002;1;3;2;-14.30;82.9;1.17;266.0;0.0;0.0;0.0
52;2002;1;3;3;-14.00;83.2;1.85;240.2;0.0;0.0;0.0
53;2002;1;3;4;-13.70;83.6;2.50;227.9;0.0;0.0;0.0
54;2002;1;3;5;-13.40;83.9;3.16;221.4;0.0;0.0;0.0
55;2002;1;3;6;-11.40;85.3;3.16;224.6;0.0;0.0;0.0
56;2002;1;3;7;-9.40;86.6;3.17;227.7;0.0;0.0;0.0
57;2002;1;3;8;-7.30;88.0;3.17;230.9;0.0;0.0;0.0
58;2002;1;3;9;-5.80;85.8;4.84;236.1;0.0;0.0;0.0
59;2002;1;3;10;-4.30;83.7;6.49;238.6;10.4;10.4;0.0
60;2002;1;3;11;-2.70;81.6;8.15;240.1;27.3;27.3;0.0
61;2002;1;3;12;-2.00;81.8;8.15;243.4;38.0;38.0;0.0
62;2002;1;3;13;-1.20;81.9;8.15;246.6;40.5;40.5;0.0
63;2002;1;3;14;-0.40;82.0;8.15;249.9;33.7;33.7;0.0
64;2002;1;3;15;-0.10;83.1;7.82;246.9;16.1;16.1;0.0
65;2002;1;3;16;0.20;84.0;7.49;243.7;2.9;2.9;0.0
66;2002;1;3;17;0.60;84.7;7.16;240.1;0.0;0.0;0.0
67;2002;1;3;18;0.50;85.7;7.16;243.4;0.0;0.0;0.0
68;2002;1;3;19;0.40;86.6;7.16;246.6;0.0;0.0;0.0
69;2002;1;3;20;0.20;87.5;7.16;249.9;0.0;0.0;0.0
70;2002;1;3;21;0.20;88.0;7.16;249.9;0.0;0.0;0.0
71;2002;1;3;22;0.10;88.5;7.16;249.9;0.0;0.0;0.0
72;2002;1;3;23;0.10;88.9;7.16;249.9;0.0;0.0;0.0
73;2002;1;4;0;0.40;88.6;6.83;252.8;0.0;0.0;0.0
74;2002;1;4;1;0.60;88.2;6.49;256.0;0.0;0.0;0.0
75;2002;1;4;2;0.90;87.9;6.16;259.5;0.0;0.0;0.0
76;2002;1;4;3;1.30;87.9;5.82;265.2;0.0;0.0;0.0
77;2002;1;4;4;1.60;87.8;5.47;271.6;0.0;0.0;0.0
