#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-2.40;82.7;4.46;2.2;0.0;0.0;0.0
2;2002;1;1;1;-3.13;83.3;4.00;355.3;0.0;0.0;0.0
3;2002;1;1;2;-3.94;84.0;3.59;347.4;0.0;0.0;0.0
4;2002;1;1;3;-5.23;84.9;3.51;342.9;0.0;0.0;0.0
5;2002;1;1;4;-6.75;86.0;3.24;336.0;0.0;0.0;0.0
6;2002;1;1;5;-8.45;87.2;2.76;324.8;0.0;0.0;0.0
7;2002;1;1;6;-10.00;87.2;2.40;321.6;0.0;0.0;0.0
8;2002;1;1;7;-11.64;87.0;2.16;318.3;0.0;0.0;0.0
9;2002;1;1;8;-13.30;86.5;2.03;315.1;0.0;0.0;0.0
10;2002;1;1;9;-14.10;85.9;1.70;317.4;0.0;0.0;0.0
11;2002;1;1;10;-14.90;85.3;1.14;41.3;8.8;8.8;0.0
12;2002;1;1;11;-14.60;84.4;0.91;140.1;44.6;44.6;0.0
13;2002;1;1;12;-13.30;84.9;1.18;115.9;58.4;49.8;80.8
14;2002;1;1;13;-12.10;85.3;1.49;101.1;48.5;48.5;0.0
15;2002;1;1;14;-10.90;85.8;1.80;92.1;31.9;31.9;0.0
16;2002;1;1;15;-9.90;86.3;1.80;92.1;13.0;13.0;0.0
17;2002;1;1;16;-8.90;86.8;1.80;92.1;2.3;2.3;0.0
18;2002;1;1;17;-8.00;87.3;1.80;92.1;0.0;0.0;0.0
19;2002;1;1;18;-6.90;86.9;2.80;103.1;0.0;0.0;0.0
20;2002;1;1;19;-5.80;86.6;3.79;108.4;0.0;0.0;0.0
21;2002;1;1;20;-4.60;86.3;4.79;111.4;0.0;0.0;0.0
22;2002;1;1;21;-4.60;85.9;4.78;108.0;0.0;0.0;0.0
23;2002;1;1;22;-4.60;85.5;4.77;104.6;0.0;0.0;0.0
24;2002;1;1;23;-4.60;85.1;4.77;101.1;0.0;0.0;0.0
25;2002;1;2;0;-5.20;86.0;5.07;82.1;0.0;0.0;0.0
26;2002;1;2;1;-5.70;87.0;5.40;64.0;0.0;0.0;0.0
27;2002;1;2;2;-6.20;87.9;5.73;49.4;0.0;0.0;0.0
28;2002;1;2;3;-7.00;87.0;6.06;45.7;0.0;0.0;0.0
29;2002;1;2;4;-7.80;86.0;6.40;42.3;0.0;0.0;0.0
30;2002;1;2;5;-8.60;85.1;6.73;39.3;0.0;0.0;0.0
31;2002;1;2;6;-9.60;85.4;6.08;33.8;0.0;0.0;0.0
32;2002;1;2;7;-10.60;85.7;5.44;27.0;0.0;0.0;0.0
33;2002;1;2;8;-11.60;86.0;4.80;18.4;0.0;0.0;0.0
34;2002;1;2;9;-12.00;85.7;4.49;15.3;0.0;0.0;0.0
35;2002;1;2;10;-12.40;85.4;4.16;11.8;9.6;9.6;0.0
36;2002;1;2;11;-12.80;85.1;3.85;7.7;41.0;41.0;0.0
37;2002;1;2;12;-12.60;84.3;3.19;5.1;75.3;30.1;420.4
38;2002;1;2;13;-12.50;83.4;2.55;1.3;88.2;33.5;456.3
39;2002;1;2;14;-12.30;82.6;1.91;354.9;74.0;29.2;440.3
40;2002;1;2;15;-13.00;83.2;1.94;344.8;39.1;39.1;0.0
41;2002;1;2;16;-13.60;83.8;1.97;334.6;9.1;9.1;0.0
42;2002;1;2;17;-14.30;84.3;2.00;324.8;0.0;0.0;0.0
43;2002;1;2;18;-15.50;84.7;1.70;318.2;0.0;0.0;0.0
44;2002;1;2;19;-16.80;84.9;1.39;308.1;0.0;0.0;0.0
45;2002;1;2;20;-16.60;85.0;1.11;292.6;0.0;0.0;0.0
46;2002;1;2;21;-18.30;83.7;1.48;271.9;0.0;0.0;0.0
47;2002;1;2;22;-17.10;84.3;1.82;258.3;0.0;0.0;0.0
48;2002;1;2;23;-15.90;83.6;2.15;249.9;0.0;0.0;0.0
49;2002;1;3;0;-15.30;83.4;1.83;253.4;0.0;0.0;0.0
50;2002;1;3;1;-14.70;83.3;1.49;258.6;0.0;0.0;0.0
51;2002;1;3;2;-14.20;83.1;1.16;266.7;0.0;0.0;0.0
52;2002;1;3;3;-13.90;83.4;1.82;240.6;0.0;0.0;0.0
53;2002;1;3;4;-13.60;83.8;2.46;228.2;0.0;0.0;0.0
54;2002;1;3;5;-13.30;84.1;3.11;221.6;0.0;0.0;0.0
55;2002;1;3;6;-11.30;85.5;3.12;224.8;0.0;0.0;0.0
56;2002;1;3;7;-9.20;86.9;3.12;227.9;0.0;0.0;0.0
57;2002;1;3;8;-7.20;88.2;3.13;231.1;0.0;0.0;0.0
58;2002;1;3;9;-5.70;86.2;4.77;236.2;0.0;0.0;0.0
59;2002;1;3;10;-4.10;84.2;6.41;238.7;10.4;10.4;0.0
60;2002;1;3;11;-2.60;82.2;8.06;240.2;27.3;27.3;0.0
61;2002;1;3;12;-1.80;82.3;8.06;243.5;37.9;37.9;0.0
62;2002;1;3;13;-1.10;82.5;8.06;246.7;40.4;40.4;0.0
63;2002;1;3;14;-0.30;82.6;8.06;250.0;33.7;33.7;0.0
64;2002;1;3;15;0.00;83.7;7.73;247.0;16.1;16.1;0.0
65;2002;1;3;16;0.40;84.4;7.40;243.8;2.9;2.9;0.0
66;2002;1;3;17;0.70;85.2;7.07;240.2;0.0;0.0;0.0
67;2002;1;3;18;0.60;86.1;7.07;243.5;0.0;0.0;0.0
68;2002;1;3;19;0.50;87.0;7.07;246.7;0.0;0.0;0.0
69;2002;1;3;20;0.40;87.9;7.07;250.0;0.0;0.0;0.0
70;2002;1;3;21;0.30;88.3;7.07;250.0;0.0;0.0;0.0
71;2002;1;3;22;0.30;88.8;7.07;250.0;0.0;0.0;0.0
72;2002;1;3;23;0.20;89.3;7.07;250.0;0.0;0.0;0.0
73;2002;1;4;0;0.50;88.9;6.75;252.9;0.0;0.0;0.0
74;2002;1;4;1;0.80;88.6;6.41;256.1;0.0;0.0;0.0
75;2002;1;4;2;1.00;88.3;6.09;259.7;0.0;0.0;0.0
76;2002;1;4;3;1.40;88.2;5.76;265.3;0.0;0.0;0.0
77;2002;1;4;4;1.70;88.2;5.41;271.7;0.0;0.0;0.0
78;2002;1;4;5;2.10;88.2;5.08;278.9;0.0;0.0;0.0
79;2002;1;4;6;2.60;87.6;5.07;285.4;0.0;0.0;0.0
80;2002;1;4;7;3.10;87.3;5.05;291.9;0.0;0.0;0.0
81;2002;1;4;8;3.60;87.3;5.04;298.4;0.0;0.0;0.0
82;2002;1;4;9;3.70;88.1;4.71;301.1;0.0;0.0;0.0
83;2002;1;4;10;3.80;88.8;4.36;304.1;7.3;7.3;0.0
84;2002;1;4;11;3.90;89.6;4.03;307.7;22.3;22.3;0.0
85;2002;1;4;12;3.90;89.9;3.71;304.9;40.3;40.3;0.0
86;2002;1;4;13;3.90;90.3;3.39;301.5;44.4;44.4;0.0
87;2002;1;4;14;3.90;90.7;3.07;297.3;33.7;33.7;0.0
88;2002;1;4;15;3.80;91.5;3.41;289.9;18.4;18.4;0.0
89;2002;1;4;16;3.70;92.2;3.76;283.8;5.0;5.0;0.0
90;2002;1;4;17;3.50;93.0;4.09;278.7;0.0;0.0;0.0
91;2002;1;4;18;3.70;93.0;4.08;285.1;0.0;0.0;0.0
92;2002;1;4;19;3.80;93.0;4.07;291.6;0.0;0.0;0.0
93;2002;1;4;20;3.90;93.0;4.05;298.0;0.0;0.0;0.0
94;2002;1;4;21;4.00;93.0;3.72;303.1;0.0;0.0;0.0
95;2002;1;4;22;4.00;93.0;3.36;309.2;0.0;0.0;0.0
96;2002;1;4;23;4.10;93.0;3.02;316.7;0.0;0.0;0.0
97;2002;1;5;0;4.00;93.0;3.34;317.0;0.0;0.0;0.0
98;2002;1;5;1;4.00;93.0;3.68;317.3;0.0;0.0;0.0
99;2002;1;5;2;3.90;93.0;4.00;317.5;0.0;0.0;0.0
100;2002;1;5;3;3.70;93.4;4.01;314.3;0.0;0.0;0.0
101;2002;1;5;4;3.40;93.8;4.02;311.0;0.0;0.0;0.0
102;2002;1;5;5;3.10;94.2;4.03;307.7;0.0;0.0;0.0
103;2002;1;5;6;2.90;94.2;3.72;302.3;0.0;0.0;0.0
104;2002;1;5;7;2.70;94.3;3.40;295.7;0.0;0.0;0.0
105;2002;1;5;8;2.50;94.6;3.09;287.8;0.0;0.0;0.0
106;2002;1;5;9;2.60;94.5;3.43;284.2;0.0;0.0;0.0
107;2002;1;5;10;2.70;94.4;3.77;281.2;6.7;6.7;0.0
108;2002;1;5;11;2.70;94.3;4.09;278.7;24.9;24.9;0.0
109;2002;1;5;12;2.90;94.2;4.42;278.8;41.8;41.8;0.0
110;2002;1;5;13;3.00;94.2;4.75;278.9;38.7;38.7;0.0
111;2002;1;5;14;3.20;94.2;5.08;278.9;24.1;24.1;0.0
112;2002;1;5;15;3.40;93.8;5.07;282.2;12.7;12.7;0.0
113;2002;1;5;16;3.60;93.4;5.07;285.4;3.9;3.9;0.0
