#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-4.45;88.6;5.29;1.1;0.0;0.0;0.0
2;2002;1;1;1;-5.59;88.6;4.64;350.9;0.0;0.0;0.0
3;2002;1;1;2;-6.82;88.3;3.98;337.7;0.0;0.0;0.0
4;2002;1;1;3;-8.53;88.0;3.52;333.3;0.0;0.0;0.0
5;2002;1;1;4;-10.45;87.4;3.01;326.6;0.0;0.0;0.0
6;2002;1;1;5;-12.47;86.5;2.41;315.7;0.0;0.0;0.0
7;2002;1;1;6;-14.69;85.6;2.01;305.9;0.0;0.0;0.0
8;2002;1;1;7;-16.96;84.4;1.58;290.2;0.0;0.0;0.0
9;2002;1;1;8;-19.50;82.8;1.13;266.8;0.0;0.0;0.0
10;2002;1;1;9;-21.00;81.6;1.46;222.8;0.0;0.0;0.0
11;2002;1;1;10;-19.50;82.7;1.73;189.1;7.8;7.8;0.0
12;2002;1;1;11;-18.10;83.9;2.02;174.4;21.1;21.1;0.0
13;2002;1;1;12;-15.70;85.8;2.33;169.6;29.7;29.0;7.6
14;2002;1;1;13;-13.40;87.8;2.66;165.9;27.3;26.7;5.6
15;2002;1;1;14;-11.00;88.8;2.98;163.0;16.6;15.1;15.6
16;2002;1;1;15;-10.10;90.6;3.92;147.3;7.5;7.5;0.0
17;2002;1;1;16;-9.30;91.4;4.89;137.6;1.8;1.8;0.0
18;2002;1;1;17;-8.40;92.1;5.86;131.4;0.0;0.0;0.0
19;2002;1;1;18;-8.00;92.5;6.17;123.9;0.0;0.0;0.0
20;2002;1;1;19;-7.60;92.9;6.49;117.0;0.0;0.0;0.0
21;2002;1;1;20;-7.90;92.6;6.80;110.9;0.0;0.0;0.0
22;2002;1;1;21;-7.60;92.9;6.79;104.2;0.0;0.0;0.0
23;2002;1;1;22;-7.80;92.7;6.78;97.3;0.0;0.0;0.0
24;2002;1;1;23;-8.00;92.5;6.77;90.5;0.0;0.0;0.0
25;2002;1;2;0;-8.20;92.3;6.10;82.6;0.0;0.0;0.0
26;2002;1;2;1;-8.40;92.1;5.44;72.5;0.0;0.0;0.0
27;2002;1;2;2;-8.70;91.7;4.78;59.8;0.0;0.0;0.0
28;2002;1;2;3;-10.00;90.7;4.78;52.9;0.0;0.0;0.0
29;2002;1;2;4;-11.30;89.6;4.79;46.0;0.0;0.0;0.0
30;2002;1;2;5;-12.60;88.5;4.80;39.2;0.0;0.0;0.0
31;2002;1;2;6;-13.60;87.6;4.14;36.7;0.0;0.0;0.0
32;2002;1;2;7;-14.70;86.7;3.49;33.2;0.0;0.0;0.0
33;2002;1;2;8;-15.70;85.8;2.84;28.1;0.0;0.0;0.0
34;2002;1;2;9;-16.30;85.3;2.52;22.7;0.0;0.0;0.0
35;2002;1;2;10;-17.00;84.8;2.20;15.5;8.0;8.0;0.0
36;2002;1;2;11;-17.60;84.3;1.89;6.0;38.3;38.3;0.0
37;2002;1;2;12;-17.10;84.7;1.91;359.1;75.6;25.4;475.0
38;2002;1;2;13;-16.60;85.1;1.93;352.2;91.2;28.7;515.4
39;2002;1;2;14;-16.20;85.5;1.94;345.5;77.5;25.1;475.7
40;2002;1;2;15;-17.20;84.6;1.66;331.2;41.6;41.6;0.0
41;2002;1;2;16;-18.20;83.8;1.39;304.1;9.9;9.9;0.0
42;2002;1;2;17;-19.20;83.0;1.13;266.8;0.0;0.0;0.0
43;2002;1;2;18;-19.90;82.4;1.14;261.0;0.0;0.0;0.0
44;2002;1;2;19;-20.50;81.9;1.14;255.2;0.0;0.0;0.0
45;2002;1;2;20;-21.20;81.4;1.15;249.5;0.0;0.0;0.0
46;2002;1;2;21;-21.50;81.1;1.47;245.1;0.0;0.0;0.0
47;2002;1;2;22;-21.90;80.9;1.81;242.4;0.0;0.0;0.0
48;2002;1;2;23;-21.50;81.1;2.13;240.5;0.0;0.0;0.0
49;2002;1;3;0;-19.30;82.9;2.13;237.4;0.0;0.0;0.0
50;2002;1;3;1;-17.00;84.8;2.13;234.3;0.0;0.0;0.0
51;2002;1;3;2;-14.70;86.7;2.13;231.2;0.0;0.0;0.0
52;2002;1;3;3;-13.50;87.7;2.79;230.9;0.0;0.0;0.0
53;2002;1;3;4;-12.20;88.8;3.44;230.7;0.0;0.0;0.0
54;2002;1;3;5;-10.90;89.9;4.10;230.6;0.0;0.0;0.0
55;2002;1;3;6;-10.10;90.7;4.10;230.6;0.0;0.0;0.0
56;2002;1;3;7;-9.20;91.4;4.10;230.6;0.0;0.0;0.0
57;2002;1;3;8;-8.40;92.1;4.10;230.6;0.0;0.0;0.0
58;2002;1;3;9;-7.10;93.3;4.77;234.7;0.0;0.0;0.0
59;2002;1;3;10;-5.90;94.5;5.42;237.8;3.2;3.2;0.0
60;2002;1;3;11;-4.60;95.6;6.08;240.2;12.4;12.4;0.0
61;2002;1;3;12;-4.10;96.1;6.08;240.2;22.8;21.8;10.3
62;2002;1;3;13;-3.60;96.6;6.08;240.2;32.4;32.1;3.0
63;2002;1;3;14;-3.10;97.1;6.08;240.2;29.7;29.5;2.4
64;2002;1;3;15;-3.10;97.0;5.76;243.0;15.1;15.1;0.0
65;2002;1;3;16;-3.10;97.0;5.42;246.2;4.2;4.2;0.0
66;2002;1;3;17;-3.20;97.0;5.10;249.9;0.0;0.0;0.0
67;2002;1;3;18;-2.80;97.3;5.10;249.9;0.0;0.0;0.0
68;2002;1;3;19;-2.50;97.6;5.10;249.9;0.0;0.0;0.0
69;2002;1;3;20;-2.50;97.6;5.10;249.9;0.0;0.0;0.0
70;2002;1;3;21;-2.50;97.6;5.10;249.9;0.0;0.0;0.0
71;2002;1;3;22;-1.80;98.3;5.10;249.9;0.0;0.0;0.0
72;2002;1;3;23;-1.00;99.0;5.10;249.9;0.0;0.0;0.0
73;2002;1;4;0;-0.40;99.6;4.77;252.6;0.0;0.0;0.0
74;2002;1;4;1;0.20;99.7;4.43;255.8;0.0;0.0;0.0
75;2002;1;4;2;0.70;99.1;4.10;259.5;0.0;0.0;0.0
76;2002;1;4;3;1.30;97.9;3.78;262.0;0.0;0.0;0.0
77;2002;1;4;4;1.80;96.8;3.44;265.1;0.0;0.0;0.0
78;2002;1;4;5;2.30;96.1;3.11;268.8;0.0;0.0;0.0
79;2002;1;4;6;2.30;96.4;3.10;272.0;0.0;0.0;0.0
80;2002;1;4;7;2.30;96.8;3.10;275.2;0.0;0.0;0.0
81;2002;1;4;8;2.30;97.1;3.10;278.4;0.0;0.0;0.0
82;2002;1;4;9;2.30;97.4;2.77;278.2;0.0;0.0;0.0
83;2002;1;4;10;2.30;97.7;2.43;277.9;7.0;7.0;0.0
84;2002;1;4;11;2.30;98.1;2.11;277.6;26.8;26.8;0.0
