#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-8.70;88.0;3.40;308.7;0.0;0.0;0.0
2;2002;1;1;1;-10.81;87.0;3.20;308.7;0.0;0.0;0.0
3;2002;1;1;2;-13.21;85.7;3.05;308.7;0.0;0.0;0.0
4;2002;1;1;3;-14.13;85.5;2.58;312.5;0.0;0.0;0.0
5;2002;1;1;4;-15.03;85.2;2.02;319.7;0.0;0.0;0.0
6;2002;1;1;5;-15.81;84.9;1.38;336.7;0.0;0.0;0.0
7;2002;1;1;6;-18.90;82.7;0.95;334.9;0.0;0.0;0.0
8;2002;1;1;7;-22.24;80.2;0.47;329.2;0.0;0.0;0.0
9;2002;1;1;8;-25.80;77.3;0.07;218.3;0.0;0.0;0.0
10;2002;1;1;9;-27.50;76.6;1.04;153.4;0.0;0.0;0.0
11;2002;1;1;10;-24.20;79.1;2.04;151.7;2.7;2.7;0.0
12;2002;1;1;11;-20.80;81.7;3.05;151.2;13.6;13.6;0.0
13;2002;1;1;12;-22.20;80.6;2.38;151.5;29.9;29.9;0.0
14;2002;1;1;13;-23.50;79.6;1.71;152.1;29.9;29.9;0.0
15;2002;1;1;14;-24.90;78.5;1.04;153.4;21.7;21.7;0.0
16;2002;1;1;15;-22.80;80.1;1.35;137.8;9.2;9.2;0.0
17;2002;1;1;16;-20.70;81.8;1.68;128.1;1.4;1.4;0.0
18;2002;1;1;17;-18.70;83.4;2.01;121.9;0.0;0.0;0.0
19;2002;1;1;18;-20.20;81.9;1.33;122.8;0.0;0.0;0.0
20;2002;1;1;19;-21.70;79.6;0.67;125.7;0.0;0.0;0.0
21;2002;1;1;20;-23.20;77.4;0.07;218.3;0.0;0.0;0.0
22;2002;1;1;21;-21.50;79.6;0.29;88.9;0.0;0.0;0.0
23;2002;1;1;22;-19.90;81.9;0.63;84.1;0.0;0.0;0.0
24;2002;1;1;23;-18.30;83.7;0.96;82.7;0.0;0.0;0.0
25;2002;1;2;0;-19.40;82.8;1.28;19.1;0.0;0.0;0.0
26;2002;1;2;1;-20.50;82.0;1.66;331.8;0.0;0.0;0.0
27;2002;1;2;2;-21.60;81.1;2.01;318.1;0.0;0.0;0.0
28;2002;1;2;3;-21.70;81.0;2.01;318.1;0.0;0.0;0.0
29;2002;1;2;4;-21.80;80.9;2.01;318.1;0.0;0.0;0.0
30;2002;1;2;5;-21.80;80.2;2.01;318.1;0.0;0.0;0.0
31;2002;1;2;6;-22.70;79.0;1.68;313.8;0.0;0.0;0.0
32;2002;1;2;7;-23.50;77.7;1.34;307.1;0.0;0.0;0.0
33;2002;1;2;8;-24.30;76.4;1.02;296.3;0.0;0.0;0.0
34;2002;1;2;9;-24.50;76.7;1.02;299.6;0.0;0.0;0.0
35;2002;1;2;10;-24.60;77.0;1.01;302.9;2.7;2.7;0.0
36;2002;1;2;11;-24.80;77.3;1.01;306.2;14.7;14.7;0.0
37;2002;1;2;12;-25.60;78.0;0.68;304.3;33.9;33.9;0.0
38;2002;1;2;13;-26.50;77.3;0.34;298.6;47.0;47.0;0.0
39;2002;1;2;14;-25.10;78.3;0.07;218.3;32.1;32.1;0.0
40;2002;1;2;15;-24.40;78.9;0.36;159.8;11.9;11.9;0.0
41;2002;1;2;16;-23.60;79.5;0.70;155.1;2.1;2.1;0.0
42;2002;1;2;17;-22.80;79.3;1.04;153.4;0.0;0.0;0.0
43;2002;1;2;18;-22.40;79.9;1.04;156.7;0.0;0.0;0.0
44;2002;1;2;19;-22.10;80.6;1.04;159.9;0.0;0.0;0.0
45;2002;1;2;20;-21.80;80.9;1.05;163.1;0.0;0.0;0.0
46;2002;1;2;21;-21.80;80.9;1.04;159.9;0.0;0.0;0.0
47;2002;1;2;22;-18.80;83.3;1.04;156.7;0.0;0.0;0.0
48;2002;1;2;23;-15.90;85.7;1.04;153.4;0.0;0.0;0.0
49;2002;1;3;0;-16.80;84.9;1.37;157.5;0.0;0.0;0.0
50;2002;1;3;1;-17.70;84.2;1.72;159.9;0.0;0.0;0.0
51;2002;1;3;2;-18.70;83.4;2.05;161.6;0.0;0.0;0.0
52;2002;1;3;3;-16.60;85.1;1.73;165.8;0.0;0.0;0.0
53;2002;1;3;4;-14.50;86.9;1.39;172.1;0.0;0.0;0.0
54;2002;1;3;5;-12.40;88.7;1.06;182.2;0.0;0.0;0.0
55;2002;1;3;6;-10.90;89.9;2.42;216.4;0.0;0.0;0.0
56;2002;1;3;7;-9.40;90.8;3.77;225.7;0.0;0.0;0.0
57;2002;1;3;8;-7.90;91.8;5.11;229.8;0.0;0.0;0.0
58;2002;1;3;9;-7.60;92.1;4.10;229.8;0.0;0.0;0.0
59;2002;1;3;10;-7.20;92.4;3.09;229.7;2.7;2.7;0.0
60;2002;1;3;11;-6.90;92.8;2.08;229.6;10.8;10.8;0.0
61;2002;1;3;12;-5.50;94.8;2.42;229.7;15.0;15.0;0.0
62;2002;1;3;13;-4.10;96.1;2.76;229.7;16.0;16.0;0.0
63;2002;1;3;14;-2.70;97.4;3.09;229.7;14.4;14.4;0.0
64;2002;1;3;15;-3.20;96.9;3.09;229.7;6.7;6.7;0.0
65;2002;1;3;16;-3.70;96.3;3.09;229.7;1.1;1.1;0.0
66;2002;1;3;17;-4.30;94.7;3.09;229.7;0.0;0.0;0.0
67;2002;1;3;18;-3.00;94.7;3.77;238.7;0.0;0.0;0.0
68;2002;1;3;19;-1.80;94.8;4.43;245.0;0.0;0.0;0.0
69;2002;1;3;20;-0.50;94.8;5.10;249.6;0.0;0.0;0.0
70;2002;1;3;21;-0.70;95.7;4.77;249.6;0.0;0.0;0.0
71;2002;1;3;22;-0.80;96.6;4.43;249.5;0.0;0.0;0.0
72;2002;1;3;23;-1.00;97.6;4.09;249.5;0.0;0.0;0.0
73;2002;1;4;0;-0.10;97.9;4.08;265.5;0.0;0.0;0.0
74;2002;1;4;1;0.80;97.5;4.07;283.0;0.0;0.0;0.0
75;2002;1;4;2;1.70;97.3;4.05;299.1;0.0;0.0;0.0
76;2002;1;4;3;1.50;97.6;3.38;294.9;0.0;0.0;0.0
77;2002;1;4;4;1.30;98.0;2.72;288.7;0.0;0.0;0.0
78;2002;1;4;5;1.10;98.4;2.05;278.4;0.0;0.0;0.0
79;2002;1;4;6;1.30;97.3;2.72;283.7;0.0;0.0;0.0
80;2002;1;4;7;1.50;96.3;3.39;286.9;0.0;0.0;0.0
