#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-8.90;87.9;3.38;308.9;0.0;0.0;0.0
2;2002;1;1;1;-11.06;86.9;3.18;308.9;0.0;0.0;0.0
3;2002;1;1;2;-13.43;85.6;3.03;308.9;0.0;0.0;0.0
4;2002;1;1;3;-14.29;85.4;2.56;312.7;0.0;0.0;0.0
5;2002;1;1;4;-15.20;85.2;2.01;319.9;0.0;0.0;0.0
6;2002;1;1;5;-15.94;84.8;1.36;337.0;0.0;0.0;0.0
7;2002;1;1;6;-19.04;82.6;0.94;335.5;0.0;0.0;0.0
8;2002;1;1;7;-22.35;80.1;0.47;330.4;0.0;0.0;0.0
9;2002;1;1;8;-25.90;77.3;0.06;218.8;0.0;0.0;0.0
10;2002;1;1;9;-27.50;76.5;1.03;153.1;0.0;0.0;0.0
11;2002;1;1;10;-24.20;79.0;2.03;151.6;2.8;2.8;0.0
12;2002;1;1;11;-20.90;81.6;3.03;151.0;13.7;13.7;0.0
13;2002;1;1;12;-22.30;80.6;2.36;151.3;30.2;30.2;0.0
14;2002;1;1;13;-23.60;79.5;1.70;151.9;30.2;30.2;0.0
15;2002;1;1;14;-24.90;78.5;1.03;153.1;21.9;21.9;0.0
16;2002;1;1;15;-22.90;80.1;1.34;137.5;9.3;9.3;0.0
17;2002;1;1;16;-20.80;81.7;1.67;127.9;1.4;1.4;0.0
18;2002;1;1;17;-18.80;83.3;2.00;121.7;0.0;0.0;0.0
19;2002;1;1;18;-20.30;81.8;1.33;122.5;0.0;0.0;0.0
20;2002;1;1;19;-21.80;79.5;0.67;125.0;0.0;0.0;0.0
21;2002;1;1;20;-23.20;77.3;0.06;218.8;0.0;0.0;0.0
22;2002;1;1;21;-21.60;79.5;0.29;87.8;0.0;0.0;0.0
23;2002;1;1;22;-20.00;81.8;0.63;83.6;0.0;0.0;0.0
24;2002;1;1;23;-18.40;83.6;0.96;82.3;0.0;0.0;0.0
25;2002;1;2;0;-19.50;82.7;1.28;19.1;0.0;0.0;0.0
26;2002;1;2;1;-20.60;81.9;1.65;332.0;0.0;0.0;0.0
27;2002;1;2;2;-21.70;81.0;2.00;318.3;0.0;0.0;0.0
28;2002;1;2;3;-21.80;80.9;2.00;318.3;0.0;0.0;0.0
29;2002;1;2;4;-21.90;80.8;2.00;318.3;0.0;0.0;0.0
30;2002;1;2;5;-21.90;80.2;2.00;318.3;0.0;0.0;0.0
31;2002;1;2;6;-22.80;78.9;1.67;314.0;0.0;0.0;0.0
32;2002;1;2;7;-23.60;77.6;1.33;307.5;0.0;0.0;0.0
33;2002;1;2;8;-24.40;76.4;1.01;296.7;0.0;0.0;0.0
34;2002;1;2;9;-24.50;76.7;1.01;300.0;0.0;0.0;0.0
35;2002;1;2;10;-24.70;77.0;1.01;303.3;2.8;2.8;0.0
36;2002;1;2;11;-24.80;77.3;1.00;306.6;14.8;14.8;0.0
37;2002;1;2;12;-25.70;77.9;0.67;305.0;34.3;34.3;0.0
38;2002;1;2;13;-26.50;77.3;0.34;299.8;47.5;47.5;0.0
39;2002;1;2;14;-25.20;78.3;0.06;218.8;32.4;32.4;0.0
40;2002;1;2;15;-24.40;78.9;0.36;158.9;12.0;12.0;0.0
41;2002;1;2;16;-23.60;79.5;0.70;154.6;2.2;2.2;0.0
