#Ilmatieteen laitos, lokakuu 2020
STEP;YEAR;MON;DAY;HOUR;TEMP;RH;WS;WDIR;GHI;DHI;DNI
1;2002;1;1;0;-8.35;88.3;3.35;309.2;0.0;0.0;0.0
2;2002;1;1;1;-10.35;87.4;3.16;309.2;0.0;0.0;0.0
3;2002;1;1;2;-12.66;86.2;3.01;309.2;0.0;0.0;0.0
4;2002;1;1;3;-13.48;86.0;2.55;313.1;0.0;0.0;0.0
5;2002;1;1;4;-14.30;85.8;2.00;320.4;0.0;0.0;0.0
6;2002;1;1;5;-15.09;85.6;1.36;337.6;0.0;0.0;0.0
7;2002;1;1;6;-17.95;83.4;0.95;336.3;0.0;0.0;0.0
8;2002;1;1;7;-21.12;81.0;0.49;332.4;0.0;0.0;0.0
9;2002;1;1;8;-24.50;78.3;0.04;229.5;0.0;0.0;0.0
10;2002;1;1;9;-26.10;77.6;1.01;152.5;0.0;0.0;0.0
11;2002;1;1;10;-23.00;80.0;2.00;151.3;2.7;2.7;0.0
12;2002;1;1;11;-19.80;82.5;3.00;150.8;13.5;13.5;0.0
13;2002;1;1;12;-21.10;81.5;2.33;151.1;29.8;29.8;0.0
14;2002;1;1;13;-22.40;80.5;1.67;151.5;29.8;29.8;0.0
15;2002;1;1;14;-23.60;79.5;1.01;152.5;21.6;21.6;0.0
16;2002;1;1;15;-21.70;81.0;1.32;136.9;9.1;9.1;0.0
17;2002;1;1;16;-19.70;82.6;1.66;127.4;1.4;1.4;0.0
18;2002;1;1;17;-17.80;84.1;1.98;121.2;0.0;0.0;0.0
19;2002;1;1;18;-19.20;82.6;1.31;121.8;0.0;0.0;0.0
20;2002;1;1;19;-20.60;80.4;0.65;123.7;0.0;0.0;0.0
21;2002;1;1;20;-22.00;78.2;0.04;229.5;0.0;0.0;0.0
22;2002;1;1;21;-20.50;80.4;0.29;84.4;0.0;0.0;0.0
23;2002;1;1;22;-18.90;82.6;0.63;82.1;0.0;0.0;0.0
24;2002;1;1;23;-17.40;84.4;0.96;81.3;0.0;0.0;0.0
25;2002;1;2;0;-18.40;83.6;1.29;19.0;0.0;0.0;0.0
26;2002;1;2;1;-19.50;82.8;1.65;332.4;0.0;0.0;0.0
27;2002;1;2;2;-20.50;81.9;1.99;318.7;0.0;0.0;0.0
28;2002;1;2;3;-20.60;81.9;1.99;318.7;0.0;0.0;0.0
29;2002;1;2;4;-20.70;81.7;1.99;318.7;0.0;0.0;0.0
30;2002;1;2;5;-20.80;81.1;1.99;318.7;0.0;0.0;0.0
31;2002;1;2;6;-21.60;79.8;1.67;314.5;0.0;0.0;0.0
32;2002;1;2;7;-22.30;78.6;1.33;308.1;0.0;0.0;0.0
33;2002;1;2;8;-23.10;77.3;1.01;297.6;0.0;0.0;0.0
34;2002;1;2;9;-23.30;77.6;1.01;300.9;0.0;0.0;0.0
35;2002;1;2;10;-23.40;78.0;1.01;304.2;2.7;2.7;0.0
36;2002;1;2;11;-23.50;78.3;1.01;307.5;14.6;14.6;0.0
37;2002;1;2;12;-24.30;78.9;0.68;306.3;33.8;33.8;0.0
38;2002;1;2;13;-25.20;78.3;0.34;302.6;46.8;46.8;0.0
39;2002;1;2;14;-23.90;79.3;0.04;229.5;31.9;31.9;0.0
40;2002;1;2;15;-23.20;79.8;0.34;157.4;11.9;11.9;0.0
41;2002;1;2;16;-22.40;80.4;0.68;153.7;2.1;2.1;0.0
42;2002;1;2;17;-21.70;80.1;1.01;152.5;0.0;0.0;0.0
43;2002;1;2;18;-21.40;80.8;1.01;155.8;0.0;0.0;0.0
44;2002;1;2;19;-21.00;81.4;1.01;159.1;0.0;0.0;0.0
45;2002;1;2;20;-20.70;81.8;1.01;162.4;0.0;0.0;0.0
46;2002;1;2;21;-20.70;81.8;1.01;159.1;0.0;0.0;0.0
47;2002;1;2;22;-17.90;84.0;1.01;155.8;0.0;0.0;0.0
48;2002;1;2;23;-15.20;86.3;1.01;152.5;0.0;0.0;0.0
49;2002;1;3;0;-16.00;85.6;1.34;156.8;0.0;0.0;0.0
50;2002;1;3;1;-16.90;84.9;1.68;159.4;0.0;0.0;0.0
51;2002;1;3;2;-17.80;84.1;2.01;161.2;0.0;0.0;0.0
52;2002;1;3;3;-15.80;85.8;1.68;165.3;0.0;0.0;0.0
53;2002;1;3;4;-13.80;87.5;1.35;171.6;0.0;0.0;0.0
54;2002;1;3;5;-11.80;89.2;1.03;181.9;0.0;0.0;0.0
55;2002;1;3;6;-10.40;90.3;2.37;216.5;0.0;0.0;0.0
56;2002;1;3;7;-9.00;91.2;3.70;225.9;0.0;0.0;0.0
57;2002;1;3;8;-7.60;92.1;5.03;230.0;0.0;0.0;0.0
58;2002;1;3;9;-7.30;92.4;4.03;230.0;0.0;0.0;0.0
59;2002;1;3;10;-7.00;92.7;3.04;230.0;2.7;2.7;0.0
60;2002;1;3;11;-6.60;93.0;2.04;230.0;10.8;10.8;0.0
61;2002;1;3;12;-5.30;95.0;2.37;230.0;14.9;14.9;0.0
62;2002;1;3;13;-4.00;96.2;2.71;230.0;16.0;16.0;0.0
63;2002;1;3;14;-2.60;97.5;3.04;230.0;14.3;14.3;0.0
64;2002;1;3;15;-3.10;97.0;3.04;230.0;6.7;6.7;0.0
65;2002;1;3;16;-3.60;96.3;3.04;230.0;1.1;1.1;0.0
66;2002;1;3;17;-4.10;94.8;3.04;230.0;0.0;0.0;0.0
67;2002;1;3;18;-3.00;94.8;3.70;239.0;0.0;0.0;0.0
68;2002;1;3;19;-1.80;94.8;4.36;245.3;0.0;0.0;0.0
69;2002;1;3;20;-0.60;94.8;5.03;249.8;0.0;0.0;0.0
70;2002;1;3;21;-0.70;95.7;4.70;249.8;0.0;0.0;0.0
71;2002;1;3;22;-0.90;96.6;4.36;249.8;0.0;0.0;0.0
72;2002;1;3;23;-1.00;97.5;4.03;249.8;0.0;0.0;0.0
73;2002;1;4;0;-0.20;97.8;4.02;265.8;0.0;0.0;0.0
74;2002;1;4;1;0.60;97.5;4.01;283.3;0.0;0.0;0.0
75;2002;1;4;2;1.50;97.3;4.00;299.4;0.0;0.0;0.0
76;2002;1;4;3;1.30;97.6;3.34;295.3;0.0;0.0;0.0
77;2002;1;4;4;1.10;98.0;2.68;289.2;0.0;0.0;0.0
78;2002;1;4;5;0.90;98.5;2.02;279.0;0.0;0.0;0.0
79;2002;1;4;6;1.10;97.4;2.69;284.2;0.0;0.0;0.0
80;2002;1;4;7;1.30;96.4;3.34;287.3;0.0;0.0;0.0
81;2002;1;4;8;1.50;95.5;4.01;289.4;0.0;0.0;0.0
82;2002;1;4;9;1.30;96.4;3.68;289.4;0.0;0.0;0.0
83;2002;1;4;10;1.20;97.3;3.34;289.3;11.4;11.4;0.0
84;2002;1;4;11;1.00;98.4;3.01;289.3;28.6;28.6;0.0
85;2002;1;4;12;1.20;98.5;3.02;286.0;24.9;24.9;0.0
86;2002;1;4;13;1.30;98.8;3.02;282.6;21.1;21.1;0.0
87;2002;1;4;14;1.50;99.1;3.02;279.3;18.4;18.4;0.0
88;2002;1;4;15;1.30;98.8;3.02;276.1;9.4;9.4;0.0
89;2002;1;4;16;1.20;98.5;3.02;272.7;2.1;2.1;0.0
90;2002;1;4;17;1.10;98.3;3.03;269.5;0.0;0.0;0.0
91;2002;1;4;18;1.80;97.6;3.02;279.2;0.0;0.0;0.0
92;2002;1;4;19;2.40;97.0;3.01;289.4;0.0;0.0;0.0
93;2002;1;4;20;2.30;96.4;3.01;299.2;0.0;0.0;0.0
94;2002;1;4;21;2.40;97.0;2.68;299.1;0.0;0.0;0.0
95;2002;1;4;22;1.90;97.6;2.34;299.0;0.0;0.0;0.0
96;2002;1;4;23;1.30;98.2;2.01;298.8;0.0;0.0;0.0
97;2002;1;5;0;1.20;98.2;2.33;307.5;0.0;0.0;0.0
98;2002;1;5;1;1.10;98.3;2.67;314.1;0.0;0.0;0.0
99;2002;1;5;2;1.00;98.4;2.99;319.1;0.0;0.0;0.0
100;2002;1;5;3;1.00;98.4;3.00;306.1;0.0;0.0;0.0
101;2002;1;5;4;0.90;98.5;3.01;292.3;0.0;0.0;0.0
102;2002;1;5;5;0.80;98.5;3.02;279.3;0.0;0.0;0.0
103;2002;1;5;6;0.80;98.6;2.35;275.0;0.0;0.0;0.0
104;2002;1;5;7;0.80;98.6;1.70;267.1;0.0;0.0;0.0
105;2002;1;5;8;0.70;98.6;1.04;249.1;0.0;0.0;0.0
106;2002;1;5;9;0.80;98.6;2.04;249.6;0.0;0.0;0.0
107;2002;1;5;10;0.90;98.5;3.03;249.7;5.2;5.2;0.0
108;2002;1;5;11;0.90;98.5;4.03;249.8;17.8;17.8;0.0
109;2002;1;5;12;0.70;99.0;4.35;264.9;27.8;27.8;0.0
110;2002;1;5;13;0.50;99.5;4.69;278.5;29.2;29.2;0.0
111;2002;1;5;14;0.30;100.0;5.01;289.6;18.7;18.7;0.0
112;2002;1;5;15;0.20;99.8;4.67;295.2;8.1;8.1;0.0
113;2002;1;5;16;0.40;99.3;4.33;301.8;2.1;2.1;0.0
114;2002;1;5;17;0.60;98.8;4.00;309.4;0.0;0.0;0.0
115;2002;1;5;18;0.60;97.8;4.00;306.0;0.0;0.0;0.0
116;2002;1;5;19;0.70;96.9;4.00;302.7;0.0;0.0;0.0
117;2002;1;5;20;0.70;95.9;4.00;299.4;0.0;0.0;0.0
118;2002;1;5;21;1.00;96.6;4.01;292.8;0.0;0.0;0.0
119;2002;1;5;22;1.30;97.3;4.01;286.1;0.0;0.0;0.0
120;2002;1;5;23;0.80;98.5;4.02;279.5;0.0;0.0;0.0
121;2002;1;6;0;0.70;98.7;4.01;286.1;0.0;0.0;0.0
122;2002;1;6;1;0.50;98.9;4.01;292.8;0.0;0.0;0.0
123;2002;1;6;2;0.30;99.1;4.00;299.4;0.0;0.0;0.0
124;2002;1;6;3;0.50;98.9;3.33;301.3;0.0;0.0;0.0
125;2002;1;6;4;0.60;98.8;2.67;304.1;0.0;0.0;0.0
126;2002;1;6;5;0.70;98.6;2.00;308.7;0.0;0.0;0.0
127;2002;1;6;6;0.60;97.8;1.99;318.6;0.0;0.0;0.0
128;2002;1;6;7;0.50;97.0;1.99;328.8;0.0;0.0;0.0
